"contact";"month";"day_of_week";"duration";"y"
"cellular";"nov";"wed";131;"no"
"telephone";"nov";"wed";47;"no"
"cellular";"nov";"wed";140;"no"
"cellular";"nov";"wed";286;"no"
"cellular";"nov";"wed";690;"no"
"telephone";"nov";"wed";102;"no"
"cellular";"nov";"wed";93;"no"
"cellular";"nov";"wed";120;"no"
"cellular";"nov";"wed";570;"no"
"cellular";"nov";"wed";456;"no"
"cellular";"nov";"wed";49;"no"
"cellular";"nov";"wed";54;"no"
"cellular";"nov";"wed";160;"no"
"telephone";"nov";"wed";385;"no"
"cellular";"nov";"wed";250;"no"
"cellular";"nov";"wed";164;"no"
"cellular";"nov";"wed";234;"no"
"cellular";"nov";"wed";177;"no"
"cellular";"nov";"wed";50;"no"
"cellular";"nov";"wed";457;"no"
"telephone";"nov";"wed";623;"yes"
"cellular";"nov";"wed";20;"no"
"cellular";"nov";"wed";1206;"no"
"cellular";"nov";"wed";21;"no"
"cellular";"nov";"wed";559;"no"
"cellular";"nov";"wed";205;"no"
"cellular";"nov";"wed";1065;"no"
"telephone";"nov";"wed";401;"no"
"cellular";"nov";"wed";50;"no"
"cellular";"nov";"wed";113;"no"
"cellular";"nov";"wed";1028;"yes"
"cellular";"nov";"wed";213;"no"
"cellular";"nov";"wed";340;"no"
"cellular";"nov";"wed";90;"no"
"cellular";"nov";"wed";286;"no"
"cellular";"nov";"wed";342;"no"
"cellular";"nov";"wed";394;"no"
"cellular";"nov";"wed";63;"no"
"cellular";"nov";"wed";73;"no"
"cellular";"nov";"wed";214;"no"
"cellular";"nov";"wed";76;"no"
"cellular";"nov";"wed";337;"yes"
"cellular";"nov";"wed";88;"no"
"cellular";"nov";"wed";96;"no"
"cellular";"nov";"wed";171;"no"
"cellular";"nov";"wed";418;"no"
"cellular";"nov";"wed";434;"no"
"cellular";"nov";"wed";54;"no"
"cellular";"nov";"wed";86;"no"
"cellular";"nov";"wed";1265;"yes"
"cellular";"nov";"wed";104;"no"
"cellular";"nov";"wed";485;"yes"
"cellular";"nov";"wed";251;"no"
"cellular";"nov";"wed";328;"no"
"cellular";"nov";"wed";108;"no"
"cellular";"nov";"wed";88;"no"
"cellular";"nov";"wed";220;"no"
"cellular";"nov";"wed";118;"no"
"cellular";"nov";"wed";520;"no"
"cellular";"nov";"wed";139;"no"
"cellular";"nov";"wed";501;"no"
"cellular";"nov";"wed";408;"no"
"cellular";"nov";"wed";292;"no"
"cellular";"nov";"wed";95;"no"
"cellular";"nov";"wed";77;"no"
"cellular";"nov";"wed";62;"no"
"cellular";"nov";"wed";359;"no"
"cellular";"nov";"wed";640;"no"
"cellular";"nov";"wed";178;"no"
"cellular";"nov";"wed";112;"no"
"cellular";"nov";"wed";589;"yes"
"telephone";"nov";"wed";433;"no"
"cellular";"nov";"wed";122;"no"
"cellular";"nov";"wed";254;"no"
"cellular";"nov";"wed";236;"no"
"cellular";"nov";"wed";60;"no"
"cellular";"nov";"wed";216;"no"
"cellular";"nov";"wed";70;"no"
"cellular";"nov";"wed";541;"no"
"cellular";"nov";"wed";199;"no"
"cellular";"nov";"wed";191;"no"
"cellular";"nov";"wed";300;"no"
"cellular";"nov";"wed";362;"no"
"cellular";"nov";"wed";1061;"yes"
"cellular";"nov";"wed";208;"no"
"telephone";"nov";"wed";377;"no"
"cellular";"nov";"wed";54;"no"
"cellular";"nov";"wed";157;"no"
"cellular";"nov";"wed";47;"no"
"cellular";"nov";"wed";625;"no"
"telephone";"nov";"wed";88;"no"
"cellular";"nov";"wed";120;"no"
"cellular";"nov";"wed";89;"no"
"cellular";"nov";"wed";616;"no"
"cellular";"nov";"wed";56;"no"
"cellular";"nov";"wed";238;"no"
"cellular";"nov";"wed";112;"no"
"cellular";"nov";"wed";748;"no"
"cellular";"nov";"wed";184;"no"
"telephone";"nov";"wed";202;"no"
"cellular";"nov";"wed";273;"no"
"cellular";"nov";"wed";223;"no"
"cellular";"nov";"wed";382;"no"
"cellular";"nov";"wed";278;"no"
"cellular";"nov";"wed";294;"no"
"cellular";"nov";"wed";783;"yes"
"cellular";"nov";"wed";1662;"no"
"cellular";"nov";"wed";79;"no"
"cellular";"nov";"wed";115;"no"
"cellular";"nov";"wed";101;"no"
"cellular";"nov";"wed";223;"no"
"cellular";"nov";"wed";126;"no"
"cellular";"nov";"wed";73;"no"
"cellular";"nov";"wed";163;"no"
"cellular";"nov";"wed";299;"no"
"cellular";"nov";"wed";107;"no"
"cellular";"nov";"wed";70;"no"
"cellular";"nov";"wed";258;"no"
"cellular";"nov";"wed";1120;"yes"
"cellular";"nov";"wed";223;"no"
"cellular";"nov";"wed";184;"no"
"cellular";"nov";"wed";523;"no"
"cellular";"nov";"wed";77;"no"
"cellular";"nov";"wed";252;"no"
"cellular";"nov";"wed";104;"no"
"cellular";"nov";"wed";433;"no"
"cellular";"nov";"wed";178;"no"
"cellular";"nov";"wed";174;"no"
"cellular";"nov";"wed";354;"no"
"cellular";"nov";"wed";231;"no"
"cellular";"nov";"wed";757;"yes"
"cellular";"nov";"wed";130;"no"
"cellular";"nov";"wed";111;"no"
"cellular";"nov";"wed";130;"no"
"cellular";"nov";"wed";374;"no"
"telephone";"nov";"wed";95;"no"
"cellular";"nov";"wed";680;"yes"
"cellular";"nov";"wed";191;"no"
"cellular";"nov";"wed";193;"no"
"cellular";"nov";"wed";1468;"yes"
"cellular";"nov";"wed";188;"no"
"cellular";"nov";"wed";221;"no"
"cellular";"nov";"wed";59;"no"
"cellular";"nov";"wed";314;"no"
"cellular";"nov";"wed";246;"no"
"cellular";"nov";"wed";154;"no"
"cellular";"nov";"wed";432;"no"
"cellular";"nov";"wed";584;"no"
"cellular";"nov";"wed";140;"no"
"cellular";"nov";"wed";709;"yes"
"cellular";"nov";"wed";635;"no"
"cellular";"nov";"wed";449;"no"
"cellular";"nov";"wed";108;"no"
"cellular";"nov";"wed";53;"no"
"cellular";"nov";"wed";151;"no"
"cellular";"nov";"wed";287;"no"
"cellular";"nov";"wed";266;"no"
"cellular";"nov";"wed";105;"no"
"cellular";"nov";"wed";225;"no"
"cellular";"nov";"wed";154;"no"
"cellular";"nov";"wed";172;"no"
"cellular";"nov";"wed";221;"no"
"cellular";"nov";"wed";209;"no"
"cellular";"nov";"wed";356;"no"
"cellular";"nov";"wed";259;"no"
"telephone";"nov";"wed";91;"no"
"cellular";"nov";"wed";729;"no"
"cellular";"nov";"wed";744;"no"
"cellular";"nov";"wed";222;"no"
"cellular";"nov";"wed";406;"no"
"cellular";"nov";"wed";307;"no"
"cellular";"nov";"wed";1337;"no"
"telephone";"nov";"wed";178;"no"
"cellular";"nov";"wed";304;"no"
"cellular";"nov";"wed";1307;"no"
"cellular";"nov";"wed";93;"no"
"cellular";"nov";"wed";225;"no"
"cellular";"nov";"wed";515;"no"
"cellular";"nov";"wed";312;"no"
"cellular";"nov";"wed";243;"no"
"cellular";"nov";"wed";117;"no"
"telephone";"nov";"wed";207;"no"
"cellular";"nov";"wed";67;"no"
"cellular";"nov";"wed";581;"no"
"cellular";"nov";"wed";676;"no"
"cellular";"nov";"wed";300;"no"
"cellular";"nov";"wed";611;"no"
"telephone";"nov";"wed";52;"no"
"cellular";"nov";"wed";275;"no"
"cellular";"nov";"wed";188;"no"
"cellular";"nov";"wed";130;"no"
"telephone";"nov";"wed";46;"no"
"cellular";"nov";"wed";143;"no"
"telephone";"nov";"wed";214;"no"
"telephone";"nov";"wed";248;"no"
"telephone";"nov";"wed";159;"no"
"cellular";"nov";"wed";307;"no"
"cellular";"nov";"wed";37;"no"
"cellular";"nov";"wed";193;"no"
"cellular";"nov";"wed";1271;"yes"
"cellular";"nov";"wed";167;"no"
"telephone";"nov";"wed";475;"no"
"telephone";"nov";"wed";590;"no"
"telephone";"nov";"wed";196;"no"
"cellular";"nov";"wed";228;"no"
"cellular";"nov";"wed";575;"no"
"cellular";"nov";"wed";322;"no"
"cellular";"nov";"wed";546;"no"
"cellular";"nov";"wed";1435;"no"
"cellular";"nov";"wed";332;"no"
"cellular";"nov";"wed";214;"no"
"cellular";"nov";"wed";501;"no"
"cellular";"nov";"wed";285;"no"
"cellular";"nov";"wed";320;"no"
"telephone";"nov";"wed";723;"no"
"telephone";"nov";"wed";89;"no"
"cellular";"nov";"wed";193;"no"
"cellular";"nov";"wed";284;"no"
"cellular";"nov";"wed";135;"no"
"cellular";"nov";"wed";214;"no"
"cellular";"nov";"wed";162;"no"
"cellular";"nov";"wed";303;"no"
"cellular";"nov";"wed";575;"no"
"cellular";"nov";"wed";245;"no"
"cellular";"nov";"wed";64;"no"
"cellular";"nov";"wed";146;"no"
"cellular";"nov";"wed";281;"no"
"cellular";"nov";"wed";182;"no"
"cellular";"nov";"wed";291;"no"
"cellular";"nov";"wed";616;"no"
"cellular";"nov";"wed";186;"no"
"cellular";"nov";"wed";248;"no"
"cellular";"nov";"wed";380;"no"
"cellular";"nov";"wed";314;"no"
"cellular";"nov";"wed";206;"no"
"telephone";"nov";"wed";519;"no"
"cellular";"nov";"wed";209;"no"
"cellular";"nov";"wed";185;"no"
"cellular";"nov";"wed";335;"no"
"cellular";"nov";"wed";131;"no"
"cellular";"nov";"wed";71;"no"
"cellular";"nov";"wed";323;"no"
"cellular";"nov";"wed";70;"no"
"cellular";"nov";"wed";62;"no"
"cellular";"nov";"wed";596;"no"
"cellular";"nov";"wed";517;"no"
"cellular";"nov";"wed";208;"no"
"cellular";"nov";"wed";145;"no"
"cellular";"nov";"wed";52;"no"
"cellular";"nov";"wed";11;"no"
"cellular";"nov";"wed";206;"no"
"cellular";"nov";"wed";107;"no"
"cellular";"nov";"wed";54;"no"
"cellular";"nov";"wed";107;"no"
"cellular";"nov";"wed";102;"no"
"cellular";"nov";"wed";201;"no"
"cellular";"nov";"wed";844;"no"
"cellular";"nov";"wed";66;"no"
"telephone";"nov";"wed";278;"no"
"cellular";"nov";"wed";1311;"no"
"cellular";"nov";"wed";255;"no"
"cellular";"nov";"wed";599;"no"
"cellular";"nov";"wed";339;"no"
"cellular";"nov";"wed";558;"no"
"cellular";"nov";"wed";800;"no"
"cellular";"nov";"wed";854;"no"
"cellular";"nov";"wed";635;"no"
"telephone";"nov";"thu";72;"no"
"telephone";"nov";"thu";14;"no"
"cellular";"nov";"thu";274;"no"
"cellular";"nov";"thu";291;"no"
"cellular";"nov";"thu";82;"no"
"cellular";"nov";"thu";97;"no"
"cellular";"nov";"thu";130;"no"
"telephone";"nov";"thu";88;"no"
"telephone";"nov";"thu";132;"no"
"telephone";"nov";"thu";36;"no"
"cellular";"nov";"thu";348;"no"
"cellular";"nov";"thu";161;"no"
"cellular";"nov";"thu";77;"no"
"cellular";"nov";"thu";143;"no"
"cellular";"nov";"thu";80;"no"
"cellular";"nov";"thu";366;"no"
"cellular";"nov";"thu";298;"no"
"cellular";"nov";"thu";64;"no"
"cellular";"nov";"thu";51;"no"
"cellular";"nov";"thu";75;"no"
"cellular";"nov";"thu";65;"no"
"cellular";"nov";"thu";69;"no"
"cellular";"nov";"thu";37;"no"
"cellular";"nov";"thu";632;"no"
"cellular";"nov";"thu";48;"no"
"cellular";"nov";"thu";57;"no"
"cellular";"nov";"thu";164;"no"
"cellular";"nov";"thu";48;"no"
"cellular";"nov";"thu";42;"no"
"cellular";"nov";"thu";171;"no"
"cellular";"nov";"thu";91;"no"
"cellular";"nov";"thu";78;"no"
"cellular";"nov";"thu";518;"no"
"cellular";"nov";"thu";73;"no"
"telephone";"nov";"thu";105;"no"
"cellular";"nov";"thu";340;"no"
"cellular";"nov";"thu";379;"no"
"telephone";"nov";"thu";114;"no"
"cellular";"nov";"thu";667;"no"
"cellular";"nov";"thu";286;"no"
"cellular";"nov";"thu";77;"no"
"cellular";"nov";"thu";125;"no"
"telephone";"nov";"thu";21;"no"
"cellular";"nov";"thu";104;"no"
"cellular";"nov";"thu";186;"no"
"cellular";"nov";"thu";136;"no"
"cellular";"nov";"thu";145;"no"
"cellular";"nov";"thu";179;"no"
"cellular";"nov";"thu";466;"no"
"cellular";"nov";"thu";834;"no"
"cellular";"nov";"thu";26;"no"
"cellular";"nov";"thu";459;"no"
"cellular";"nov";"thu";113;"no"
"cellular";"nov";"thu";997;"no"
"cellular";"nov";"thu";284;"no"
"telephone";"nov";"thu";281;"no"
"cellular";"nov";"thu";107;"no"
"cellular";"nov";"thu";209;"no"
"cellular";"nov";"thu";125;"no"
"cellular";"nov";"thu";149;"no"
"cellular";"nov";"thu";308;"no"
"cellular";"nov";"thu";191;"no"
"cellular";"nov";"thu";373;"no"
"cellular";"nov";"thu";100;"no"
"telephone";"nov";"thu";66;"no"
"cellular";"nov";"thu";392;"no"
"cellular";"nov";"thu";477;"yes"
"cellular";"nov";"thu";291;"no"
"cellular";"nov";"thu";276;"yes"
"cellular";"nov";"thu";93;"no"
"cellular";"nov";"thu";86;"no"
"cellular";"nov";"thu";68;"no"
"cellular";"nov";"thu";142;"no"
"cellular";"nov";"thu";49;"no"
"cellular";"nov";"thu";251;"no"
"cellular";"nov";"thu";137;"no"
"cellular";"nov";"thu";120;"no"
"telephone";"nov";"thu";25;"no"
"cellular";"nov";"thu";220;"no"
"cellular";"nov";"thu";174;"no"
"cellular";"nov";"thu";370;"no"
"cellular";"nov";"thu";116;"no"
"cellular";"nov";"thu";74;"no"
"cellular";"nov";"thu";68;"no"
"cellular";"nov";"thu";125;"no"
"cellular";"nov";"thu";254;"no"
"cellular";"nov";"thu";358;"no"
"cellular";"nov";"thu";670;"yes"
"cellular";"nov";"thu";68;"no"
"cellular";"nov";"thu";428;"no"
"cellular";"nov";"thu";366;"no"
"cellular";"nov";"thu";81;"no"
"cellular";"nov";"thu";322;"no"
"cellular";"nov";"thu";46;"no"
"cellular";"nov";"thu";140;"no"
"cellular";"nov";"thu";732;"yes"
"cellular";"nov";"thu";408;"no"
"cellular";"nov";"thu";125;"no"
"cellular";"nov";"thu";68;"no"
"telephone";"nov";"thu";76;"no"
"cellular";"nov";"thu";110;"no"
"cellular";"nov";"thu";415;"no"
"cellular";"nov";"thu";166;"no"
"cellular";"nov";"thu";486;"no"
"cellular";"nov";"thu";245;"no"
"cellular";"nov";"thu";228;"no"
"cellular";"nov";"thu";114;"no"
"cellular";"nov";"thu";463;"no"
"telephone";"nov";"thu";329;"no"
"cellular";"nov";"thu";364;"no"
"cellular";"nov";"thu";199;"no"
"telephone";"nov";"thu";145;"no"
"cellular";"nov";"thu";110;"no"
"cellular";"nov";"thu";52;"no"
"cellular";"nov";"thu";34;"no"
"cellular";"nov";"thu";232;"no"
"cellular";"nov";"thu";530;"no"
"cellular";"nov";"thu";505;"no"
"cellular";"nov";"thu";140;"no"
"cellular";"nov";"thu";884;"no"
"cellular";"nov";"thu";301;"no"
"cellular";"nov";"thu";319;"no"
"cellular";"nov";"thu";71;"no"
"cellular";"nov";"thu";157;"no"
"cellular";"nov";"thu";405;"no"
"cellular";"nov";"thu";93;"no"
"telephone";"nov";"thu";42;"no"
"cellular";"nov";"thu";39;"no"
"cellular";"nov";"thu";231;"no"
"telephone";"nov";"thu";107;"no"
"telephone";"nov";"thu";30;"no"
"cellular";"nov";"thu";90;"no"
"cellular";"nov";"thu";531;"yes"
"cellular";"nov";"thu";106;"no"
"cellular";"nov";"thu";166;"no"
"cellular";"nov";"thu";114;"no"
"cellular";"nov";"thu";85;"no"
"telephone";"nov";"thu";59;"no"
"cellular";"nov";"thu";180;"no"
"cellular";"nov";"thu";628;"yes"
"cellular";"nov";"thu";1192;"yes"
"cellular";"nov";"thu";101;"no"
"cellular";"nov";"thu";370;"no"
"cellular";"nov";"thu";76;"no"
"cellular";"nov";"thu";103;"no"
"cellular";"nov";"thu";217;"no"
"cellular";"nov";"thu";566;"yes"
"cellular";"nov";"thu";422;"no"
"cellular";"nov";"thu";23;"no"
"cellular";"nov";"thu";120;"no"
"cellular";"nov";"thu";45;"no"
"cellular";"nov";"thu";48;"no"
"cellular";"nov";"thu";20;"no"
"cellular";"nov";"thu";147;"no"
"cellular";"nov";"thu";99;"no"
"cellular";"nov";"thu";173;"no"
"telephone";"nov";"thu";47;"no"
"cellular";"nov";"thu";67;"no"
"cellular";"nov";"thu";283;"yes"
"cellular";"nov";"thu";126;"no"
"cellular";"nov";"thu";46;"no"
"cellular";"nov";"thu";163;"no"
"cellular";"nov";"thu";1058;"no"
"cellular";"nov";"thu";485;"no"
"cellular";"nov";"thu";454;"yes"
"cellular";"nov";"thu";176;"no"
"cellular";"nov";"thu";103;"no"
"cellular";"nov";"thu";277;"no"
"cellular";"nov";"thu";74;"no"
"cellular";"nov";"thu";137;"no"
"cellular";"nov";"thu";88;"no"
"cellular";"nov";"thu";158;"no"
"cellular";"nov";"thu";234;"no"
"cellular";"nov";"thu";121;"no"
"cellular";"nov";"thu";258;"no"
"cellular";"nov";"thu";523;"no"
"cellular";"nov";"thu";640;"no"
"telephone";"nov";"thu";60;"no"
"cellular";"nov";"thu";1816;"no"
"cellular";"nov";"thu";203;"no"
"cellular";"nov";"thu";73;"no"
"cellular";"nov";"thu";728;"yes"
"cellular";"nov";"thu";157;"no"
"cellular";"nov";"thu";175;"no"
"cellular";"nov";"thu";63;"no"
"cellular";"nov";"thu";993;"yes"
"cellular";"nov";"thu";155;"no"
"cellular";"nov";"thu";146;"no"
"cellular";"nov";"thu";91;"no"
"cellular";"nov";"thu";112;"no"
"cellular";"nov";"thu";333;"no"
"cellular";"nov";"thu";124;"no"
"telephone";"nov";"thu";172;"no"
"cellular";"nov";"thu";34;"no"
"cellular";"nov";"thu";318;"no"
"cellular";"nov";"thu";1040;"no"
"cellular";"nov";"thu";103;"no"
"cellular";"nov";"thu";8;"no"
"cellular";"nov";"thu";88;"no"
"cellular";"nov";"thu";25;"no"
"cellular";"nov";"thu";26;"no"
"cellular";"nov";"thu";549;"yes"
"cellular";"nov";"thu";168;"no"
"cellular";"nov";"thu";67;"no"
"cellular";"nov";"thu";60;"no"
"cellular";"nov";"thu";167;"no"
"cellular";"nov";"thu";59;"no"
"cellular";"nov";"thu";73;"no"
"cellular";"nov";"thu";302;"no"
"cellular";"nov";"thu";541;"no"
"cellular";"nov";"thu";92;"no"
"cellular";"nov";"thu";85;"no"
"cellular";"nov";"thu";128;"no"
"cellular";"nov";"thu";278;"no"
"cellular";"nov";"thu";316;"no"
"cellular";"nov";"thu";278;"no"
"cellular";"nov";"thu";478;"yes"
"cellular";"nov";"thu";202;"no"
"cellular";"nov";"thu";171;"no"
"telephone";"nov";"thu";352;"no"
"cellular";"nov";"thu";755;"yes"
"cellular";"nov";"thu";252;"no"
"cellular";"nov";"thu";114;"no"
"cellular";"nov";"thu";53;"no"
"cellular";"nov";"thu";223;"no"
"cellular";"nov";"thu";57;"no"
"cellular";"nov";"thu";91;"no"
"cellular";"nov";"thu";26;"no"
"cellular";"nov";"thu";59;"no"
"cellular";"nov";"thu";90;"no"
"cellular";"nov";"thu";228;"no"
"cellular";"nov";"thu";148;"no"
"cellular";"nov";"thu";199;"no"
"cellular";"nov";"thu";1031;"no"
"cellular";"nov";"thu";147;"no"
"cellular";"nov";"thu";82;"no"
"cellular";"nov";"thu";60;"no"
"cellular";"nov";"thu";204;"no"
"cellular";"nov";"thu";230;"no"
"cellular";"nov";"thu";173;"no"
"cellular";"nov";"thu";309;"no"
"cellular";"nov";"thu";74;"no"
"cellular";"nov";"thu";500;"no"
"cellular";"nov";"thu";70;"no"
"cellular";"nov";"thu";18;"no"
"cellular";"nov";"thu";174;"no"
"cellular";"nov";"thu";189;"no"
"cellular";"nov";"thu";222;"no"
"cellular";"nov";"thu";520;"no"
"cellular";"nov";"thu";290;"no"
"cellular";"nov";"thu";220;"no"
"cellular";"nov";"thu";22;"no"
"telephone";"nov";"thu";35;"no"
"cellular";"nov";"thu";157;"no"
"cellular";"nov";"thu";365;"no"
"telephone";"nov";"thu";106;"no"
"cellular";"nov";"thu";244;"no"
"cellular";"nov";"thu";290;"no"
"cellular";"nov";"thu";48;"no"
"cellular";"nov";"thu";302;"no"
"cellular";"nov";"thu";151;"no"
"cellular";"nov";"thu";88;"no"
"cellular";"nov";"thu";95;"no"
"cellular";"nov";"thu";994;"yes"
"cellular";"nov";"thu";113;"no"
"cellular";"nov";"thu";371;"no"
"cellular";"nov";"thu";70;"no"
"cellular";"nov";"thu";1503;"yes"
"cellular";"nov";"thu";178;"no"
"cellular";"nov";"thu";96;"no"
"cellular";"nov";"thu";308;"no"
"telephone";"nov";"thu";29;"no"
"cellular";"nov";"thu";73;"no"
"cellular";"nov";"thu";88;"no"
"cellular";"nov";"thu";86;"no"
"cellular";"nov";"thu";94;"no"
"telephone";"nov";"thu";26;"no"
"cellular";"nov";"thu";78;"no"
"cellular";"nov";"thu";186;"no"
"cellular";"nov";"thu";321;"no"
"cellular";"nov";"thu";220;"no"
"cellular";"nov";"thu";77;"no"
"cellular";"nov";"thu";81;"no"
"cellular";"nov";"thu";19;"no"
"cellular";"nov";"thu";83;"no"
"cellular";"nov";"thu";40;"no"
"cellular";"nov";"thu";640;"no"
"cellular";"nov";"thu";871;"yes"
"cellular";"nov";"thu";371;"no"
"cellular";"nov";"thu";151;"no"
"cellular";"nov";"thu";88;"no"
"cellular";"nov";"thu";73;"no"
"cellular";"nov";"thu";329;"yes"
"cellular";"nov";"thu";111;"no"
"cellular";"nov";"thu";757;"no"
"cellular";"nov";"thu";62;"no"
"cellular";"nov";"thu";149;"no"
"cellular";"nov";"thu";164;"no"
"cellular";"nov";"thu";67;"no"
"cellular";"nov";"thu";232;"no"
"cellular";"nov";"thu";385;"no"
"cellular";"nov";"thu";301;"no"
"cellular";"nov";"thu";69;"no"
"cellular";"nov";"thu";183;"no"
"cellular";"nov";"thu";80;"no"
"cellular";"nov";"thu";117;"no"
"cellular";"nov";"thu";89;"no"
"cellular";"nov";"thu";49;"no"
"cellular";"nov";"thu";24;"no"
"cellular";"nov";"thu";162;"no"
"cellular";"nov";"thu";1256;"no"
"cellular";"nov";"thu";244;"no"
"cellular";"nov";"thu";82;"no"
"telephone";"nov";"thu";39;"no"
"cellular";"nov";"thu";23;"no"
"cellular";"nov";"thu";133;"no"
"cellular";"nov";"thu";45;"no"
"cellular";"nov";"thu";139;"no"
"cellular";"nov";"thu";116;"no"
"cellular";"nov";"thu";410;"no"
"cellular";"nov";"thu";45;"no"
"telephone";"nov";"thu";125;"no"
"cellular";"nov";"thu";80;"no"
"cellular";"nov";"thu";93;"no"
"cellular";"nov";"thu";145;"no"
"cellular";"nov";"thu";86;"no"
"cellular";"nov";"thu";180;"no"
"cellular";"nov";"thu";775;"no"
"telephone";"nov";"thu";207;"no"
"cellular";"nov";"thu";89;"no"
"cellular";"nov";"thu";283;"no"
"cellular";"nov";"thu";221;"no"
"cellular";"nov";"thu";107;"no"
"cellular";"nov";"thu";531;"yes"
"cellular";"nov";"thu";59;"no"
"cellular";"nov";"thu";85;"no"
"cellular";"nov";"thu";200;"no"
"cellular";"nov";"thu";543;"yes"
"telephone";"nov";"thu";90;"no"
"cellular";"nov";"thu";227;"no"
"telephone";"nov";"thu";119;"no"
"cellular";"nov";"thu";71;"no"
"cellular";"nov";"thu";292;"no"
"cellular";"nov";"thu";69;"no"
"cellular";"nov";"thu";120;"no"
"cellular";"nov";"thu";857;"yes"
"cellular";"nov";"thu";160;"no"
"cellular";"nov";"thu";340;"no"
"cellular";"nov";"thu";352;"no"
"cellular";"nov";"thu";475;"no"
"cellular";"nov";"thu";322;"no"
"cellular";"nov";"thu";153;"no"
"cellular";"nov";"thu";178;"no"
"cellular";"nov";"thu";73;"no"
"telephone";"nov";"thu";281;"no"
"cellular";"nov";"thu";80;"no"
"telephone";"nov";"thu";96;"no"
"cellular";"nov";"thu";62;"no"
"cellular";"nov";"thu";240;"no"
"cellular";"nov";"thu";129;"no"
"cellular";"nov";"thu";931;"yes"
"cellular";"nov";"thu";197;"no"
"cellular";"nov";"thu";274;"no"
"cellular";"nov";"thu";150;"no"
"cellular";"nov";"thu";597;"no"
"cellular";"nov";"thu";200;"no"
"cellular";"nov";"thu";42;"no"
"cellular";"nov";"thu";88;"no"
"cellular";"nov";"thu";356;"no"
"cellular";"nov";"thu";150;"no"
"cellular";"nov";"thu";593;"yes"
"cellular";"nov";"thu";308;"no"
"cellular";"nov";"thu";283;"no"
"cellular";"nov";"thu";139;"no"
"cellular";"nov";"thu";69;"no"
"cellular";"nov";"thu";142;"no"
"telephone";"nov";"thu";30;"no"
"cellular";"nov";"thu";71;"no"
"cellular";"nov";"thu";59;"no"
"cellular";"nov";"thu";487;"no"
"cellular";"nov";"thu";418;"no"
"cellular";"nov";"thu";287;"no"
"cellular";"nov";"thu";147;"no"
"cellular";"nov";"thu";282;"no"
"cellular";"nov";"thu";70;"no"
"cellular";"nov";"thu";187;"no"
"cellular";"nov";"thu";83;"no"
"cellular";"nov";"thu";22;"no"
"cellular";"nov";"thu";554;"no"
"cellular";"nov";"thu";282;"no"
"cellular";"nov";"thu";454;"no"
"cellular";"nov";"thu";95;"no"
"cellular";"nov";"thu";324;"no"
"cellular";"nov";"thu";120;"no"
"cellular";"nov";"thu";256;"no"
"cellular";"nov";"thu";197;"no"
"cellular";"nov";"thu";104;"no"
"cellular";"nov";"thu";691;"yes"
"cellular";"nov";"thu";377;"no"
"cellular";"nov";"thu";128;"no"
"cellular";"nov";"thu";124;"no"
"cellular";"nov";"thu";269;"no"
"cellular";"nov";"thu";90;"no"
"cellular";"nov";"thu";329;"no"
"cellular";"nov";"thu";141;"no"
"cellular";"nov";"thu";50;"no"
"cellular";"nov";"thu";161;"no"
"cellular";"nov";"thu";224;"no"
"telephone";"nov";"thu";188;"no"
"cellular";"nov";"thu";395;"no"
"cellular";"nov";"thu";1258;"yes"
"cellular";"nov";"thu";145;"no"
"cellular";"nov";"thu";677;"yes"
"cellular";"nov";"thu";252;"no"
"cellular";"nov";"thu";475;"no"
"cellular";"nov";"thu";363;"no"
"cellular";"nov";"thu";172;"no"
"cellular";"nov";"thu";1490;"yes"
"cellular";"nov";"thu";125;"no"
"cellular";"nov";"thu";305;"no"
"cellular";"nov";"thu";743;"no"
"cellular";"nov";"thu";62;"no"
"cellular";"nov";"thu";81;"no"
"cellular";"nov";"thu";89;"no"
"cellular";"nov";"thu";139;"no"
"cellular";"nov";"thu";452;"no"
"telephone";"nov";"thu";75;"no"
"cellular";"nov";"thu";661;"no"
"cellular";"nov";"thu";562;"yes"
"cellular";"nov";"thu";174;"no"
"cellular";"nov";"thu";278;"no"
"cellular";"nov";"thu";184;"no"
"cellular";"nov";"thu";73;"no"
"cellular";"nov";"thu";184;"no"
"cellular";"nov";"thu";123;"no"
"cellular";"nov";"thu";124;"no"
"cellular";"nov";"thu";1154;"yes"
"cellular";"nov";"thu";359;"no"
"cellular";"nov";"thu";60;"no"
"cellular";"nov";"thu";249;"no"
"cellular";"nov";"thu";164;"no"
"cellular";"nov";"thu";64;"no"
"cellular";"nov";"thu";244;"no"
"cellular";"nov";"thu";70;"no"
"cellular";"nov";"thu";705;"yes"
"cellular";"nov";"thu";96;"no"
"cellular";"nov";"thu";178;"no"
"cellular";"nov";"thu";250;"no"
"cellular";"nov";"thu";211;"no"
"cellular";"nov";"thu";74;"no"
"cellular";"nov";"thu";259;"no"
"cellular";"nov";"thu";339;"no"
"cellular";"nov";"thu";195;"no"
"cellular";"nov";"thu";168;"no"
"cellular";"nov";"thu";96;"no"
"cellular";"nov";"thu";1035;"yes"
"cellular";"nov";"thu";736;"yes"
"cellular";"nov";"thu";144;"no"
"telephone";"nov";"thu";51;"no"
"cellular";"nov";"thu";111;"no"
"cellular";"nov";"thu";308;"no"
"cellular";"nov";"thu";153;"no"
"cellular";"nov";"thu";214;"no"
"cellular";"nov";"thu";188;"no"
